feature,mean_abs_shap,fold
SLCO1A2 (6579),2.207054332973305e-05,8
PAX2 (5076),2.2034500654770513e-05,8
CDON (50937),2.2030405187412865e-05,8
SLC4A11 (83959),2.1876191626863878e-05,8
YBX3 (8531),2.180798383371469e-05,8
SREBF1 (6720),2.146033408531496e-05,8
FRMPD1 (22844),2.1061027916728872e-05,8
PLEKHA5 (54477),2.0748747491247676e-05,8
BTK (695),2.0657001064056658e-05,8
RNF14 (9604),2.052147724544382e-05,8
KIF16B (55614),2.0471571422518238e-05,8
STAP1 (26228),2.0175999750166885e-05,8
CFAP61 (26074),2.005637476520225e-05,8
PLEKHH1 (57475),1.9908287927760732e-05,8
KIF26A (26153),1.990198149296742e-05,8
HDHD5 (27440),1.9886079223840767e-05,8
POLD3 (10714),1.9621274724031834e-05,8
LIG3 (3980),1.9418952236553405e-05,8
CAPN1 (823),1.938830952261239e-05,8
ADIPOR2 (79602),1.901341992025497e-05,8
DDX20 (11218),1.8657609178632022e-05,8
SNX10 (29887),1.8345555527305877e-05,8
NR1H3 (10062),1.8289885599587405e-05,8
EPYC (1833),1.8156407847467008e-05,8
LRRC40 (55631),1.8071826284075602e-05,8
NLRP1 (22861),1.7887885761580964e-05,8
FMO4 (2329),1.768842220813784e-05,8
RASGRP2 (10235),1.7378417629913984e-05,8
MAST2 (23139),1.665910801049012e-05,8
OPRK1 (4986),1.6380191024755122e-05,8
DGCR2 (9993),1.634868797957434e-05,8
CUL3 (8452),1.6344985783561722e-05,8
CHDH (55349),1.6277274228644167e-05,8
MAD1L1 (8379),1.6227956024874645e-05,8
TKTL1 (8277),1.6183778347675423e-05,8
TGDS (23483),1.613902075202902e-05,8
UNKL (64718),1.5149802544052476e-05,8
CAMK1G (57172),1.5037538772311882e-05,8
CRMP1 (1400),1.4952823013003687e-05,8
HEBP1 (50865),1.4835033176187615e-05,8
CIC (23152),1.4686209739123037e-05,8
FAM76A (199870),1.4516682513538851e-05,8
PRSS8 (5652),1.4509420217300136e-05,8
TFAP2C (7022),1.4382656878392186e-05,8
SLC2A3 (6515),1.4354600408432548e-05,8
NOTCH3 (4854),1.3845581123903544e-05,8
DHX29 (54505),1.3756114303113329e-05,8
TNFRSF12A (51330),1.3380246105662261e-05,8
SRI (6717),1.3330059015243833e-05,8
MAP2K4 (6416),1.3316634391142295e-05,8
LTBP4 (8425),1.3245860467968826e-05,8
SNX29 (92017),1.3186382505912414e-05,8
LHX5 (64211),1.3011981951867355e-05,8
TNMD (64102),1.2868236063832142e-05,8
MAP3K20 (51776),1.2640859113268233e-05,8
RARB (5915),1.2455699553461982e-05,8
PKP2 (5318),1.2396070281210669e-05,8
DEPDC1B (55789),1.2365650725029158e-05,8
UFD1 (7353),1.2331436111704107e-05,8
FUCA2 (2519),1.1939499142467315e-05,8
FAM120A (23196),1.1814437669928712e-05,8
TRAPPC6A (79090),1.1786463378350568e-05,8
PPP2R2C (5522),1.139766227163432e-05,8
GRAMD1A (57655),1.1359387245754073e-05,8
MAOB (4129),1.1355188043878963e-05,8
TRMT6 (51605),1.1208134809299838e-05,8
TF (7018),1.1187257543100598e-05,8
SCAMP1 (9522),1.1165738609823237e-05,8
CA12 (771),1.0992722163980663e-05,8
SPATA20 (64847),1.099026499162746e-05,8
MTFR1 (9650),1.0939642911633685e-05,8
ADAM28 (10863),1.0937616997618546e-05,8
SNAP91 (9892),1.0914284962544742e-05,8
LTBP1 (4052),1.0752718103291142e-05,8
TNS1 (7145),1.066137337333888e-05,8
METTL22 (79091),1.0658528721724277e-05,8
CYBRD1 (79901),1.061576247883356e-05,8
HERPUD1 (9709),1.0572529652107486e-05,8
RRM2B (50484),1.053589366422617e-05,8
ACHE (43),1.0510946880331287e-05,8
SEL1L3 (23231),1.0406100823143044e-05,8
LIMA1 (51474),1.0323916422889881e-05,8
AKAP11 (11215),1.0292583503467314e-05,8
TSPAN6 (7105),1.0181420602830122e-05,8
RIMBP2 (23504),1.0029692676602859e-05,8
SRRT (51593),9.996280634624509e-06,8
OVGP1 (5016),9.932585417755399e-06,8
LRCH4 (4034),9.886907774888657e-06,8
ALG1 (56052),9.733163212597478e-06,8
ASB1 (51665),9.69993356019557e-06,8
TAC1 (6863),9.696407391856523e-06,8
CHFR (55743),9.69052100301993e-06,8
TIGAR (57103),9.557766972806886e-06,8
CYP26B1 (56603),9.509938778736373e-06,8
GNAO1 (2775),9.46795078314547e-06,8
STPG1 (90529),9.287574805719074e-06,8
XRCC5 (7520),9.262143717846442e-06,8
EBF4 (57593),9.199517036777934e-06,8
MPO (4353),9.155293032522206e-06,8
CD9 (928),9.027822269139066e-06,8
AFP (174),8.983702855813666e-06,8
PARP12 (64761),8.95317368369265e-06,8
NDUFB2 (4708),8.895561341183528e-06,8
AASS (10157),8.847819367138027e-06,8
SPAG6 (9576),8.824408921217135e-06,8
TRHDE (29953),8.77784851910517e-06,8
ALPK1 (80216),8.584257997637788e-06,8
EIPR1 (7260),8.520379377258847e-06,8
PIR (8544),8.403315782291326e-06,8
SH3BP2 (6452),8.402846121020662e-06,8
MTMR11 (10903),8.328226309316512e-06,8
FAT2 (2196),8.292471446985676e-06,8
ST6GALNAC2 (10610),8.259347516381431e-06,8
AOC1 (26),8.215602311899539e-06,8
NME8 (51314),7.922078118820635e-06,8
SPPL2B (56928),7.913204861940775e-06,8
SNX5 (27131),7.899780552488018e-06,8
CHPF2 (54480),7.765348433588271e-06,8
LCP2 (3937),7.746512877885798e-06,8
VPS35 (55737),7.735130721315618e-06,8
MAP4K3 (8491),7.732898615953377e-06,8
NID2 (22795),7.687430324904751e-06,8
GUCA1A (2978),7.672562584404357e-06,8
NSMAF (8439),7.617909379078132e-06,8
SAMD4A (23034),7.606648702518582e-06,8
DCN (1634),7.583522771359921e-06,8
RTN4R (65078),7.525381816660452e-06,8
CHGB (1114),7.512841286407184e-06,8
NTN1 (9423),7.37431286136894e-06,8
IARS2 (55699),7.335644927672679e-06,8
INPP4A (3631),7.236450998208631e-06,8
PUS7 (54517),7.230063938660733e-06,8
VAMP3 (9341),7.2178824522573865e-06,8
PER3 (8863),7.102821491391038e-06,8
LAMA3 (3909),7.017566862338069e-06,8
LAS1L (81887),6.989614603701509e-06,8
GRAMD1B (57476),6.748119142369316e-06,8
RORA (6095),6.7092885972857215e-06,8
IFT25 (51668),6.675430528618396e-06,8
ATP2A3 (489),6.654170028808856e-06,8
IRAG1 (10335),6.639164454725435e-06,8
RUNX3 (864),6.601173155433591e-06,8
MEF2C (4208),6.56944167754089e-06,8
SLC11A1 (6556),6.476786565360317e-06,8
PAGE1 (8712),6.407882045648262e-06,8
ABCB5 (340273),6.344386513718781e-06,8
MED17 (9440),6.320725627190744e-06,8
PTCD2 (79810),6.298173262903377e-06,8
TFAP2B (7021),6.223206455678956e-06,8
DLX3 (1747),6.161045842789044e-06,8
AFF4 (27125),6.10346785551284e-06,8
SH2D2A (9047),6.079051431543195e-06,8
TSPOAP1 (9256),5.973769148652387e-06,8
DELE1 (9812),5.952948039057535e-06,8
GAS7 (8522),5.90711270592731e-06,8
ARHGAP28 (79822),5.8845089758453535e-06,8
FAM114A2 (10827),5.879877979929199e-06,8
PIAS1 (8554),5.849704576980852e-06,8
TGFBR3 (7049),5.8471401403732415e-06,8
CACNA1G (8913),5.756789111760304e-06,8
PFN2 (5217),5.63751321483689e-06,8
ELN (2006),5.515138537738159e-06,8
POLR1H (30834),5.476859384873103e-06,8
TTC22 (55001),5.459516603588215e-06,8
AAMDC (28971),5.453452248950361e-06,8
ZC3H11A (9877),5.388223026077287e-06,8
JADE2 (23338),5.3795970217055295e-06,8
ABCC2 (1244),5.33930915707328e-06,8
FAM135A (57579),5.315477896615413e-06,8
HSD17B6 (8630),5.309809389347881e-06,8
ZMYND11 (10771),5.280799356367709e-06,8
PGR (5241),5.277840073905069e-06,8
SEMA3B (7869),5.258906822201036e-06,8
FLT4 (2324),5.245978186329794e-06,8
CDH7 (1005),5.203438057840732e-06,8
IL12RB2 (3595),5.162176736143991e-06,8
CDH1 (999),5.158872674957047e-06,8
DNAJC25 (548645),5.1586264938246614e-06,8
ZNF268 (10795),5.15738599506308e-06,8
ASAP3 (55616),5.089891368562363e-06,8
TTC39A (22996),5.059412168962158e-06,8
DPEP1 (1800),5.0187562781419925e-06,8
RNF10 (9921),4.96870649550785e-06,8
L2HGDH (79944),4.9349643235357505e-06,8
PKP1 (5317),4.903744446784941e-06,8
PRICKLE3 (4007),4.883146043488347e-06,8
FSCN1 (6624),4.882512546050301e-06,8
MTREX (23517),4.844829503098715e-06,8
SEC62 (7095),4.819422792723679e-06,8
GTSE1 (51512),4.791249987013323e-06,8
PHKA1 (5255),4.787742791319517e-06,8
FOXJ2 (55810),4.741101271968396e-06,8
SYN1 (6853),4.6509904706038095e-06,8
LY75 (4065),4.649381341297095e-06,8
HDAC7 (51564),4.644982201809616e-06,8
GSK3B (2932),4.551626796436414e-06,8
RPL26L1 (51121),4.541299337579015e-06,8
USP28 (57646),4.533406739175112e-06,8
UBE3C (9690),4.496660142161985e-06,8
COBLL1 (22837),4.370418855465901e-06,8
P2RX5 (5026),4.343370404102133e-06,8
KITLG (4254),4.333646611869011e-06,8
EXOSC5 (56915),4.327061859872937e-06,8
HSD17B2 (3294),4.294204515416675e-06,8
HEBP2 (23593),4.284761801457551e-06,8
NEDD4 (4734),4.217036322343294e-06,8
ACSM3 (6296),4.1465694719688415e-06,8
RRN3 (54700),4.1228534991661505e-06,8
CRYBG3 (131544),4.1064613508599275e-06,8
SMC1B (27127),4.0965818879613256e-06,8
REX1BD (55049),4.094655691077528e-06,8
DYRK4 (8798),4.078814621456047e-06,8
ME2 (4200),4.073285730954142e-06,8
SLC35C2 (51006),4.05282834355932e-06,8
LZTS3 (9762),4.045941636523263e-06,8
RFXANK (8625),4.028375474090612e-06,8
SYT13 (57586),3.933954388491505e-06,8
SMARCA2 (6595),3.929569204501414e-06,8
MECOM (2122),3.916920898937773e-06,8
TRIB2 (28951),3.914556362473256e-06,8
TTC38 (55020),3.8785614651819925e-06,8
ST6GALNAC1 (55808),3.8604874971283556e-06,8
CNN2 (1265),3.852752758265006e-06,8
CELSR3 (1951),3.7784508915916836e-06,8
DGKA (1606),3.7478028054036983e-06,8
RFX2 (5990),3.7320405855654374e-06,8
TRPC7 (57113),3.7251260866060734e-06,8
LAPTM4A (9741),3.686038114383872e-06,8
FNIP2 (57600),3.6767736103978496e-06,8
PEBP1 (5037),3.664211897196677e-06,8
MOXD1 (26002),3.6155574817481677e-06,8
CXCL2 (2920),3.61023216336688e-06,8
ZNF302 (55900),3.6029237393395527e-06,8
CLEC2D (29121),3.5357474426478877e-06,8
MCM6 (4175),3.485494466347042e-06,8
MYLIP (29116),3.3998762339647433e-06,8
LUC7L (55692),3.3883161344925036e-06,8
ITGA3 (3675),3.3850091844092512e-06,8
KCNQ2 (3785),3.3844985572537284e-06,8
ACSL4 (2182),3.3555425437346835e-06,8
ARID4A (5926),3.3202940826756385e-06,8
SLC26A4 (5172),3.270442388549746e-06,8
PRKCZ (5590),3.22616585537112e-06,8
BAZ1B (9031),3.223306136706687e-06,8
JMJD6 (23210),3.220618580982966e-06,8
DLD (1738),3.219842568881388e-06,8
TMEM176A (55365),3.211523907722195e-06,8
TRIP13 (9319),3.1770619304728263e-06,8
HCCS (3052),3.1383344632655718e-06,8
CHRD (8646),3.126337888818318e-06,8
CYLD (1540),3.0904642288059257e-06,8
PAFAH1B3 (5050),3.0567837320203897e-06,8
RAB11FIP3 (9727),3.0453563835795653e-06,8
ZNF416 (55659),3.0159974187163533e-06,8
RANBP9 (10048),3.012261597164883e-06,8
DOCK9 (23348),2.985069388851692e-06,8
TNFRSF1B (7133),2.9842018521110804e-06,8
CRY1 (1407),2.9393721145626573e-06,8
NUCB2 (4925),2.921759246958776e-06,8
MCAM (4162),2.89448347425137e-06,8
POLR2J (5439),2.886192551246948e-06,8
GABRA3 (2556),2.834575996045061e-06,8
RUNX1T1 (862),2.8254859610492915e-06,8
HSF2 (3298),2.777025676452522e-06,8
LAP3 (51056),2.7527468942028034e-06,8
EIF4G3 (8672),2.737888602791393e-06,8
BRAP (8315),2.7362674967941122e-06,8
AMPH (273),2.719919194602705e-06,8
REM1 (28954),2.7088613292032365e-06,8
NMRK2 (27231),2.671962966235324e-06,8
FAM107B (83641),2.6143401701956247e-06,8
CAPG (822),2.613342906897554e-06,8
ARFGEF1 (10565),2.5836824728200624e-06,8
DUSP13B (51207),2.549522198178681e-06,8
PVR (5817),2.424638589688059e-06,8
NAT14 (57106),2.4187776673076157e-06,8
MVP (9961),2.409655486949115e-06,8
USH1C (10083),2.377537075566417e-06,8
TSPAN9 (10867),2.2986458348581692e-06,8
COL16A1 (1307),2.274406687586173e-06,8
CIAPIN1 (57019),2.2429100438185945e-06,8
RHBDF1 (64285),2.2216464893549733e-06,8
GPM6B (2824),2.2007394830425076e-06,8
TNRC6A (27327),2.18602725311937e-06,8
BCAT1 (586),2.185676934768031e-06,8
CALCOCO1 (57658),2.175284871310321e-06,8
ALKBH5 (54890),2.157632613311633e-06,8
TFAP2D (83741),2.1516704901292974e-06,8
DPM1 (8813),2.135570559522062e-06,8
ELOA (6924),2.1241214921669122e-06,8
CDKL5 (6792),2.1078577766482753e-06,8
TRO (7216),2.0913311710314515e-06,8
MARK2 (2011),2.066928236646234e-06,8
SNAPC1 (6617),2.0418584840640446e-06,8
VRK2 (7444),2.0389513807604633e-06,8
TPD52 (7163),2.0356732845605883e-06,8
MAP3K13 (9175),2.0072740162493373e-06,8
CCN5 (8839),1.918090582922939e-06,8
ST6GAL1 (6480),1.8878521236169848e-06,8
NKAIN1 (79570),1.8731103186745096e-06,8
INSRR (3645),1.849662586608256e-06,8
WDR18 (57418),1.8374647659943326e-06,8
TBC1D22A (25771),1.8368414848659225e-06,8
JADE1 (79960),1.8367770022127066e-06,8
IBSP (3381),1.8363973417767395e-06,8
UBA5 (79876),1.8315241106608864e-06,8
VDAC3 (7419),1.8295973944841449e-06,8
BAZ2A (11176),1.8028772303339607e-06,8
LRRC7 (57554),1.769263829134224e-06,8
FHL1 (2273),1.7591608330897986e-06,8
ZNF638 (27332),1.7489654518775126e-06,8
CHI3L2 (1117),1.7456276768506499e-06,8
RECQL (5965),1.7292755458845531e-06,8
PLXNA2 (5362),1.7129930458322768e-06,8
LYPLA2 (11313),1.7051769498454788e-06,8
NUFIP1 (26747),1.6987877136894121e-06,8
GCLM (2730),1.6827338782100058e-06,8
FKBP1A (2280),1.679178551708098e-06,8
TFPI (7035),1.670006490072311e-06,8
EDN1 (1906),1.6622067127198492e-06,8
SULT2B1 (6820),1.6345112845216957e-06,8
CAPN6 (827),1.6289247195550958e-06,8
KDM7A (80853),1.6252060115561197e-06,8
PTBP1 (5725),1.5986014118125267e-06,8
CTNS (1497),1.5966407044608606e-06,8
NFATC3 (4775),1.595195728457229e-06,8
WNT8B (7479),1.5672922662393462e-06,8
SRBD1 (55133),1.5653261976096032e-06,8
WIPI1 (55062),1.5611353880868823e-06,8
BEST2 (54831),1.5379407250876092e-06,8
FAM168A (23201),1.4957793810996596e-06,8
LYRM2 (57226),1.491536524551625e-06,8
CDC42 (998),1.4800700663334846e-06,8
KIF2A (3796),1.468606466177239e-06,8
REEP1 (65055),1.4473729190469034e-06,8
MYOM2 (9172),1.4460547095184057e-06,8
KIZ (55857),1.4454267283855626e-06,8
REXO2 (25996),1.4328602113901724e-06,8
CACNA1S (779),1.4291943499009417e-06,8
OPHN1 (4983),1.4266113488774517e-06,8
CRLS1 (54675),1.4173109464007818e-06,8
KIF22 (3835),1.3775601018772478e-06,8
NISCH (11188),1.3661895007571545e-06,8
CLDN11 (5010),1.3433256077472187e-06,8
TRAF3IP3 (80342),1.3383953570891682e-06,8
ME1 (4199),1.3379993274504938e-06,8
ZNF207 (7756),1.3263127141055942e-06,8
TYROBP (7305),1.3247349684796568e-06,8
ADGRL1 (22859),1.3102334783602775e-06,8
ZFR (51663),1.3018602044027263e-06,8
FAP (2191),1.2960949260631467e-06,8
SLC25A40 (55972),1.2711895443387852e-06,8
FIRRM (55732),1.2707902109427426e-06,8
ZNF532 (55205),1.2629958400152309e-06,8
FGF4 (2249),1.251918066173695e-06,8
THAP3 (90326),1.2513874445913747e-06,8
HS3ST1 (9957),1.2507340794011002e-06,8
FOSL2 (2355),1.2318451138256126e-06,8
PHLDB1 (23187),1.231697907545908e-06,8
MRPL43 (84545),1.2194742910141899e-06,8
SYNJ2 (8871),1.2167718537950478e-06,8
PDRG1 (81572),1.2073097359026217e-06,8
SYT7 (9066),1.2011572921236663e-06,8
GLRX2 (51022),1.1847430226580502e-06,8
RNF126 (55658),1.17271380745183e-06,8
MYO15A (51168),1.172051810467368e-06,8
ICA1 (3382),1.1678254903056912e-06,8
ACAP1 (9744),1.1642859656714837e-06,8
COPZ2 (51226),1.1564496301721974e-06,8
ACAA1 (30),1.1437780004370476e-06,8
TRNT1 (51095),1.135652416437448e-06,8
APOH (350),1.1329607109540191e-06,8
CFH (3075),1.1257785809518945e-06,8
RBFOX1 (54715),1.113074487790939e-06,8
JARID2 (3720),1.1124049458715886e-06,8
HDAC9 (9734),1.1119215648757787e-06,8
GYG2 (8908),1.086337313971117e-06,8
VCAN (1462),1.0774954693392492e-06,8
FBLN1 (2192),1.0741467756591356e-06,8
ZNF112 (7771),1.0740498940774401e-06,8
CASS4 (57091),1.0526647704437275e-06,8
AKR1B1 (231),1.052120609267163e-06,8
HBQ1 (3049),1.0496862939887429e-06,8
BRINP1 (1620),1.04805984935743e-06,8
PNPLA6 (10908),1.0388826826418748e-06,8
CLXN (79645),1.031739710743025e-06,8
CNTN1 (1272),1.0212523346201096e-06,8
RASGRF1 (5923),1.0167515567117222e-06,8
GGCT (79017),1.0141146198300842e-06,8
KMT2C (58508),1.010734844782124e-06,8
DNASE1L1 (1774),1.0088030091241382e-06,8
HOMER3 (9454),9.896920310373616e-07,8
POU2F2 (5452),9.870925965017e-07,8
CNOT3 (4849),9.719659858402848e-07,8
TPX2 (22974),9.546789140915032e-07,8
CDH19 (28513),9.544253063556675e-07,8
NDC1 (55706),9.452597258839814e-07,8
MLLT10 (8028),9.429071204081329e-07,8
KCNG1 (3755),9.414761062520399e-07,8
WNT16 (51384),9.334770150499767e-07,8
MBNL3 (55796),9.300428144809054e-07,8
UBE2A (7319),8.95516130048194e-07,8
TUBG2 (27175),8.904442138080321e-07,8
CCDC85A (114800),8.813148291176035e-07,8
KCNK2 (3776),8.760068275052806e-07,8
HSPB6 (126393),8.559773028846067e-07,8
ANO2 (57101),8.526882483485814e-07,8
P2RX7 (5027),8.312286023663277e-07,8
CD84 (8832),8.270481890847867e-07,8
PHF23 (79142),8.257494417476303e-07,8
EPHA6 (285220),8.112821825418169e-07,8
CX3CL1 (6376),8.019216492039189e-07,8
ADD2 (119),7.961944846046255e-07,8
RIPOR1 (79567),7.907107305338676e-07,8
SPDL1 (54908),7.846929417780274e-07,8
RFX3 (5991),7.727806626981656e-07,8
