feature,mean_abs_shap,fold
DNAJB11 (51726),1.5216127911184924e-06,2
GUCA1A (2978),1.516891974292223e-06,2
RBBP9 (10741),1.5097595553558435e-06,2
RANBP3 (8498),1.507555266643146e-06,2
OSBPL7 (114881),1.506063830397473e-06,2
WNT11 (7481),1.497613302173934e-06,2
PLEKHH1 (57475),1.472442826893247e-06,2
ERBB3 (2065),1.4673887211116794e-06,2
LTK (4058),1.399877688318715e-06,2
NAV3 (89795),1.3821353451626727e-06,2
ELP1 (8518),1.3620556974524593e-06,2
MTMR1 (8776),1.350754736426397e-06,2
FOSL2 (2355),1.3467917550313013e-06,2
CP (1356),1.3335258392696242e-06,2
MBTPS2 (51360),1.313953102207852e-06,2
KMT2E (55904),1.2975778641968964e-06,2
ENTPD2 (954),1.285155205362798e-06,2
CAPN6 (827),1.2840578971896748e-06,2
MAST2 (23139),1.2675047289099386e-06,2
