feature,mean_abs_shap,fold
DHX29 (54505),0.0024215286310626067,6
CHDH (55349),0.0023469738816786086,6
PRSS22 (64063),0.0019346024697278058,6
SEMA3B (7869),0.00174330184541015,6
RRAGD (58528),0.0016935143292867941,6
PPP2R3A (5523),0.0013175703851900586,6
LXN (56925),0.0012751068709660742,6
TTC22 (55001),0.0012233853610666057,6
WDR54 (84058),0.0007751695424695725,6
OSBPL3 (26031),0.0006973845565638698,6
FHL1 (2273),0.0006917210178016341,6
LIMCH1 (22998),0.0005612144180045573,6
PKD1 (5310),0.00046016532621552465,6
ZDHHC6 (64429),0.0004449304740283851,6
GAB2 (9846),0.00041151430236316237,6
CFAP20 (29105),0.0004109657199789718,6
ABCC9 (10060),0.00040382312987503313,6
PCM1 (5108),0.00038177457085681964,6
RNF126 (55658),0.00037453514528812404,6
LMAN1 (3998),0.00035735559503788914,6
TEAD3 (7005),0.0003412770062771228,6
YIPF1 (54432),0.00033142703045829054,6
IL32 (9235),0.00032810052939633537,6
OXCT1 (5019),0.0003234694382660549,6
LTBP4 (8425),0.00031105711772234375,6
SNAI2 (6591),0.0003020227154401046,6
PLXND1 (23129),0.0002896182871470271,6
SPEG (10290),0.0002765637427094378,6
TOLLIP (54472),0.0002685793635456954,6
EFR3B (22979),0.00025734040381870796,6
ORC6 (23594),0.00022396565024798023,6
SEMA3F (6405),0.00020910884648987806,6
FLT4 (2324),0.000200310572720549,6
MT3 (4504),0.00019940053610343155,6
CC2D2A (57545),0.0001805789992791424,6
ELN (2006),0.00018006962423766187,6
NDE1 (54820),0.00017311717882653236,6
CENPQ (55166),0.0001726429182419417,6
SLC25A5 (292),0.00016777756614923882,6
CNOT3 (4849),0.0001619139189221925,6
SLC6A15 (55117),0.00016128177579042058,6
MDH1 (4190),0.00015879112794840388,6
GNB1 (2782),0.00015298591370769803,6
CD74 (972),0.00015136131154479417,6
POLD3 (10714),0.00015072053058081875,6
CPNE3 (8895),0.0001476285909542192,6
BRD9 (65980),0.0001464045795578282,6
ELOVL5 (60481),0.00014509542111042735,6
MGST1 (4257),0.0001445108885230995,6
SOX8 (30812),0.00014344815506168968,6
DPP8 (54878),0.00014250740031591594,6
MLLT10 (8028),0.0001412777486851305,6
FBLN1 (2192),0.0001397630556090743,6
PHLPP2 (23035),0.00013882425638082866,6
HACD3 (51495),0.00013171857844005311,6
VCAN (1462),0.0001315718593043747,6
BRINP1 (1620),0.0001307013241308347,6
LRRC23 (10233),0.00013056217186861938,6
JMJD4 (65094),0.0001302546762744389,6
CAPZB (832),0.00012985556848861353,6
CFAP61 (26074),0.00012820611878592092,6
COX15 (1355),0.00012295842077511104,6
KCNQ2 (3785),0.0001224808787014282,6
HOXC8 (3224),0.0001197506891816964,6
DGKD (8527),0.00011896580754573645,6
KCNH4 (23415),0.00011696080355933592,6
CAMK2B (816),0.00011483638744353806,6
MNT (4335),0.00011469930883609145,6
PTHLH (5744),0.00011246048358032057,6
AASS (10157),0.00010865762700899048,6
GUCY1B1 (2983),0.00010863670137223287,6
ZMYND10 (51364),0.00010816657115756121,6
USH1C (10083),0.00010806456433520816,6
HDAC4 (9759),0.00010716641034514984,6
STK10 (6793),0.00010405547883538285,6
COL4A4 (1286),0.00010352390209376783,6
MAN2B2 (23324),0.00010283367634395192,6
FBXL3 (26224),9.876845517631618e-05,6
PAK3 (5063),9.708043181702909e-05,6
CST7 (8530),9.622273678621148e-05,6
TBPL1 (9519),9.314331313947439e-05,6
PHF7 (51533),9.240722458197609e-05,6
PRKAR2B (5577),9.153865653317588e-05,6
CYBRD1 (79901),9.082960503568256e-05,6
DEPDC1B (55789),9.053654940741721e-05,6
KAT6A (7994),8.945055463400232e-05,6
FERMT2 (10979),8.648883130590938e-05,6
ISOC1 (51015),8.474607846629884e-05,6
ATRN (8455),8.400065779197265e-05,6
CLNS1A (1207),8.398691063338926e-05,6
ASB4 (51666),8.341221401046207e-05,6
COX10 (1352),8.316923426101121e-05,6
SLC4A7 (9497),8.239237315995901e-05,6
CELF2 (10659),8.009904458298424e-05,6
CTNNA2 (1496),7.962620932692928e-05,6
CLCN6 (1185),7.831193930023571e-05,6
DCBLD2 (131566),7.632317168412968e-05,6
SCML1 (6322),7.606226403510384e-05,6
TRAF3IP3 (80342),7.599696094971375e-05,6
CD38 (952),7.558121603399388e-05,6
NFE2L3 (9603),7.528287503497078e-05,6
FGFR1 (2260),7.461626326656327e-05,6
N4BP2 (55728),7.342820537624759e-05,6
NSMAF (8439),7.319752601042284e-05,6
RFC1 (5981),6.980005293800142e-05,6
VSIG2 (23584),6.967869864808194e-05,6
SLC25A43 (203427),6.963787963527136e-05,6
RNH1 (6050),6.907622557762659e-05,6
HEATR5B (54497),6.671194133644037e-05,6
DOCK9 (23348),6.644546157579696e-05,6
MON2 (23041),6.587200708282083e-05,6
SLC12A1 (6557),6.510884865066584e-05,6
TF (7018),6.493244694090827e-05,6
PIR (8544),6.48309746458797e-05,6
NOA1 (84273),6.418485329388963e-05,6
ASIC4 (55515),6.13314694931413e-05,6
PLAUR (5329),5.8893063999815735e-05,6
LETMD1 (25875),5.874602454107032e-05,6
IRAK3 (11213),5.81351752266426e-05,6
PGM3 (5238),5.601199515477696e-05,6
NOP16 (51491),5.417681892862644e-05,6
GEMIN5 (25929),5.355574187340631e-05,6
GLP2R (9340),5.300861446466774e-05,6
TRPC7 (57113),5.250215829431211e-05,6
MED17 (9440),5.150651773365099e-05,6
EXOSC5 (56915),5.132068500389906e-05,6
USP2 (9099),4.992629690733945e-05,6
SLC46A1 (113235),4.7946298790317634e-05,6
INTS13 (55726),4.7645187297351845e-05,6
BAK1 (578),4.750434606714493e-05,6
METTL1 (4234),4.721027025826873e-05,6
THUMPD1 (55623),4.681601116315644e-05,6
PPP1R3F (89801),4.660132272147163e-05,6
LZTS1 (11178),4.5449475466636655e-05,6
MTMR1 (8776),4.486929934949453e-05,6
PIAS1 (8554),4.35698229236421e-05,6
TNPO1 (3842),4.2625441594946e-05,6
ATP2B3 (492),4.222276355897512e-05,6
PPP1R15A (23645),4.19010305107757e-05,6
CD79B (974),4.081476143246442e-05,6
COBLL1 (22837),4.05405236938528e-05,6
ARFGEF1 (10565),4.017201286776069e-05,6
POLR1H (30834),3.936021112111052e-05,6
TRAPPC6A (79090),3.9311658531947814e-05,6
CYFIP2 (26999),3.874302914569596e-05,6
DSG2 (1829),3.736737955905334e-05,6
TYMP (1890),3.616699940518665e-05,6
PLXNA2 (5362),3.521984209014683e-05,6
IFI35 (3430),3.507381477004242e-05,6
MCAM (4162),3.5034785055206685e-05,6
PTPRN (5798),3.4970973863581187e-05,6
NOX1 (27035),3.292662955214341e-05,6
CCDC88C (440193),3.274540987925805e-05,6
FAM234B (57613),3.274135010460496e-05,6
SLC2A3 (6515),3.176869864795985e-05,6
KLHL20 (27252),3.086517029289106e-05,6
SERPINB1 (1992),3.0487250029981224e-05,6
RNF14 (9604),3.02807944504383e-05,6
UNKL (64718),3.0158167704119402e-05,6
ZMPSTE24 (10269),3.0047439075571202e-05,6
DOP1A (23033),2.9973943561924404e-05,6
APBA2 (321),2.8985279325992072e-05,6
ADGRA2 (25960),2.8941301217039287e-05,6
MGST2 (4258),2.8259844267916264e-05,6
EDN1 (1906),2.7776616205553556e-05,6
MATK (4145),2.7635233190327083e-05,6
COPZ2 (51226),2.731474590310709e-05,6
CEACAM1 (634),2.699027561469542e-05,6
NHERF2 (9351),2.6710333419982396e-05,6
STARD7 (56910),2.6514632019568456e-05,6
SEH1L (81929),2.6501219112572405e-05,6
CX3CL1 (6376),2.6453032018857006e-05,6
ELMO2 (63916),2.62653842607464e-05,6
MAOB (4129),2.6159979561900376e-05,6
BCL3 (602),2.6155532960187294e-05,6
DHX33 (56919),2.6136374838578015e-05,6
KDM5A (5927),2.6047283363367052e-05,6
ABCC6 (368),2.585997027996862e-05,6
LASP1 (3927),2.5522497054327585e-05,6
ITGA2B (3674),2.5246376137584528e-05,6
KLF6 (1316),2.5090389475905742e-05,6
TRPM3 (80036),2.5013425213996926e-05,6
PTPN18 (26469),2.4935385046053013e-05,6
ST7 (7982),2.4921125889446295e-05,6
NTN4 (59277),2.402190219384273e-05,6
LPCAT2 (54947),2.369901000104931e-05,6
VAMP3 (9341),2.3325095791471795e-05,6
CA12 (771),2.2872328139336267e-05,6
PRKCH (5583),2.2547631254555924e-05,6
ALOX5 (240),2.2534487115285565e-05,6
STK17B (9262),2.2199032869407197e-05,6
PTPN3 (5774),2.2104710276710356e-05,6
SULT2B1 (6820),2.186241966552647e-05,6
CLDN11 (5010),2.1848425955349085e-05,6
PPP1R12A (4659),2.1257756533928487e-05,6
CACNG4 (27092),2.1250937541065932e-05,6
MAP2K4 (6416),2.117010942502373e-05,6
RUNX3 (864),2.0704180420436143e-05,6
EXOSC7 (23016),2.05069322615452e-05,6
CALCRL (10203),2.0407340705953636e-05,6
NRCAM (4897),2.0254134334901787e-05,6
EML1 (2009),2.022051485304092e-05,6
WNT8B (7479),2.0111189912889686e-05,6
PDCD2 (5134),2.0035169112854824e-05,6
SPAG9 (9043),1.957735759120575e-05,6
SLCO1A2 (6579),1.9216844505444918e-05,6
MYOC (4653),1.899845859168799e-05,6
SFSWAP (6433),1.8950177107199664e-05,6
TAB2 (23118),1.8814023199811223e-05,6
EPB41L2 (2037),1.8780395168337143e-05,6
ARAP2 (116984),1.8720487439348677e-05,6
MAP2 (4133),1.87099398048292e-05,6
RFC2 (5982),1.853510750920111e-05,6
SCARF1 (8578),1.8452321838735606e-05,6
KCNQ1 (3784),1.8278463468587944e-05,6
ANOS1 (3730),1.8194066132454905e-05,6
LAPTM4A (9741),1.8117534730084003e-05,6
NRXN3 (9369),1.8116358224404666e-05,6
GYG2 (8908),1.7856250263072994e-05,6
ABCB1 (5243),1.7848379874374347e-05,6
CD4 (920),1.7710367207275703e-05,6
DTNBP1 (84062),1.7358577243827986e-05,6
CLXN (79645),1.734710041086008e-05,6
MAPK6 (5597),1.733142842761946e-05,6
PSD (5662),1.7254917139228818e-05,6
PARP3 (10039),1.6874455062491925e-05,6
DPEP1 (1800),1.664498437139555e-05,6
CIC (23152),1.6492575492502828e-05,6
PRKCZ (5590),1.6470165831068973e-05,6
STEEP1 (63932),1.6329425900878708e-05,6
GPM6B (2824),1.6193930528571923e-05,6
CAPG (822),1.599825488204336e-05,6
ANKRD44 (91526),1.5850135061908966e-05,6
NOP14 (8602),1.581423340922327e-05,6
BMAL2 (56938),1.575846138505232e-05,6
ARF5 (381),1.5704641232722283e-05,6
KHSRP (8570),1.5677587909573006e-05,6
RFX3 (5991),1.5620801215673437e-05,6
SARS1 (6301),1.5592703534101293e-05,6
ADAM11 (4185),1.5514969742341947e-05,6
NUB1 (51667),1.5468920292626165e-05,6
STXBP2 (6813),1.5393406795038474e-05,6
GINM1 (116254),1.5217347469513474e-05,6
PHF23 (79142),1.5120006652017083e-05,6
GTF2IRD1 (9569),1.4906174334631074e-05,6
AACS (65985),1.4903867260618e-05,6
ARHGEF5 (7984),1.4865011680377955e-05,6
LGALS14 (56891),1.4821228484466706e-05,6
P2RY10 (27334),1.4637421151981918e-05,6
FAM136A (84908),1.4629583797419629e-05,6
MMP2 (4313),1.4508989021267558e-05,6
ITGA6 (3655),1.4464387993585555e-05,6
MCOLN1 (57192),1.4433613157609229e-05,6
EHD3 (30845),1.4409769032986181e-05,6
SPRTN (83932),1.4377702649809106e-05,6
LAS1L (81887),1.4274155711821528e-05,6
LAT2 (7462),1.4092488139382832e-05,6
CDC27 (996),1.4087605266621553e-05,6
FYN (2534),1.4006567384623859e-05,6
TRAM2 (9697),1.3987945288492368e-05,6
EPB41L1 (2036),1.3975455550047841e-05,6
FLYWCH1 (84256),1.3958276443903644e-05,6
NPC1L1 (29881),1.3699275864636095e-05,6
DLX6 (1750),1.3459671274995804e-05,6
AHRR (57491),1.3387190535218168e-05,6
SIRT2 (22933),1.335425420565581e-05,6
PDIA5 (10954),1.3266048061101812e-05,6
RAPGEF3 (10411),1.3228943761674692e-05,6
DBNDD1 (79007),1.3112113444176727e-05,6
TM7SF3 (51768),1.307316451527914e-05,6
RARB (5915),1.3008988846350063e-05,6
LTBP1 (4052),1.2939588465865015e-05,6
DCN (1634),1.2834758106390451e-05,6
CRYBG3 (131544),1.2831582713762266e-05,6
TP53BP1 (7158),1.271293135575704e-05,6
SNX11 (29916),1.268130125210833e-05,6
ASPM (259266),1.2592439997954632e-05,6
ADCYAP1R1 (117),1.2544555223801607e-05,6
LY75 (4065),1.2527710878531119e-05,6
FUNDC1 (139341),1.2470316677730155e-05,6
MAP4K4 (9448),1.2362981838644727e-05,6
HMGB3 (3149),1.2209673138236597e-05,6
CASP8 (841),1.2196678819026414e-05,6
ADD2 (119),1.2072332980075567e-05,6
LAMC2 (3918),1.2013403378097761e-05,6
FAS (355),1.1859800218125195e-05,6
HOXA11 (3207),1.1827160284742502e-05,6
GSK3B (2932),1.1817600893086388e-05,6
ITIH1 (3697),1.16895919957837e-05,6
DLL3 (10683),1.1685076102006135e-05,6
KDM2B (84678),1.1509086551024243e-05,6
SMG6 (23293),1.1471558039501678e-05,6
REXO5 (81691),1.1409525783282893e-05,6
FUCA2 (2519),1.1389567797486338e-05,6
MTA3 (57504),1.1317575467852485e-05,6
FAM13B (51306),1.131155185970001e-05,6
GLRX2 (51022),1.1264004000471186e-05,6
IL12RB2 (3595),1.1197006968178873e-05,6
TGFBR3 (7049),1.1024986150915015e-05,6
RCOR1 (23186),1.1007044344262333e-05,6
ACAP1 (9744),1.1005323048352185e-05,6
GNAO1 (2775),1.100405771947278e-05,6
PHKA2 (5256),1.0897087035040015e-05,6
ABCA7 (10347),1.0881680594746721e-05,6
MAST2 (23139),1.0830180113456428e-05,6
NDC1 (55706),1.0806634713210368e-05,6
HES2 (54626),1.0459068090767807e-05,6
LTK (4058),1.043975098697319e-05,6
TRIP6 (7205),1.0114447950556077e-05,6
RALA (5898),9.839938282054593e-06,6
RNF13 (11342),9.808774952129552e-06,6
GPATCH2L (55668),9.660528573994382e-06,6
AFF4 (27125),9.542523425454826e-06,6
ARHGAP44 (9912),9.412158834156335e-06,6
FKBP7 (51661),9.388818785823915e-06,6
NUAK1 (9891),9.343949677431985e-06,6
FAT2 (2196),9.225016470907785e-06,6
IDS (3423),9.136987011396983e-06,6
YAF2 (10138),9.088716060637761e-06,6
PAFAH1B1 (5048),8.974644916400555e-06,6
HLTF (6596),8.829942945974393e-06,6
ZMYND11 (10771),8.748267724034068e-06,6
EPHA8 (2046),8.656422067776145e-06,6
CETP (1071),8.64883966280829e-06,6
PARP12 (64761),8.612855678317944e-06,6
RANBP9 (10048),8.546654544623367e-06,6
RPAP3 (79657),8.524319831154728e-06,6
GCKR (2646),8.36553961742303e-06,6
P3H2 (55214),8.357982099080547e-06,6
PRSS8 (5652),8.22491543882604e-06,6
SDK2 (54549),8.189401674827831e-06,6
PKP2 (5318),8.041686511315618e-06,6
OSBPL6 (114880),7.971899910738818e-06,6
SPP2 (6694),7.922866407870274e-06,6
CCL26 (10344),7.912889113368885e-06,6
FNIP2 (57600),7.892570759894571e-06,6
ANKS1A (23294),7.884312621874893e-06,6
AKAP11 (11215),7.868082757574914e-06,6
DUSP13B (51207),7.861694547413058e-06,6
SYT7 (9066),7.856581946670495e-06,6
ACTL6B (51412),7.848726459713311e-06,6
KCNK2 (3776),7.717930636773591e-06,6
CELSR1 (9620),7.700474656089628e-06,6
OAS1 (4938),7.689016939746444e-06,6
NEDD4L (23327),7.661895594081628e-06,6
TBC1D1 (23216),7.65709082023867e-06,6
ZNF268 (10795),7.585240208125892e-06,6
MCOLN3 (55283),7.5403347650474e-06,6
ACSM3 (6296),7.528246711272439e-06,6
CYP2W1 (54905),7.5160293860922785e-06,6
POLDIP2 (26073),7.4094319988837645e-06,6
PRSS3 (5646),7.403631041614428e-06,6
ITGAL (3683),7.307681344520728e-06,6
ST3GAL6 (10402),7.168112250619081e-06,6
TIGAR (57103),7.120935800811144e-06,6
SMARCA2 (6595),7.099375417725141e-06,6
GNAI3 (2773),7.051341507915216e-06,6
ANKRD24 (170961),7.040933647193456e-06,6
EPHA6 (285220),7.0343997667946306e-06,6
MYBPC2 (4606),7.026044798402096e-06,6
CTSA (5476),7.002645106403249e-06,6
TCOF1 (6949),6.978432682645345e-06,6
UFL1 (23376),6.864759311113498e-06,6
GRAMD1A (57655),6.704544850549857e-06,6
ETV7 (51513),6.340416023162659e-06,6
ADIPOR2 (79602),6.254733348401604e-06,6
GMCL1 (64395),6.249871118322293e-06,6
PRDM6 (93166),6.20904767740482e-06,6
PHACTR3 (116154),6.206686251013461e-06,6
RPS6KA6 (27330),6.098322868502194e-06,6
PLEKHB1 (58473),6.056679481644467e-06,6
ADAM22 (53616),5.997975777846186e-06,6
ITGB5 (3693),5.905242409681701e-06,6
P4HA2 (8974),5.729807396557876e-06,6
MBNL3 (55796),5.667228389049005e-06,6
CDH3 (1001),5.573251746460024e-06,6
ATP2A3 (489),5.419869682919306e-06,6
OVGP1 (5016),5.394488285798902e-06,6
ZNF343 (79175),5.3840372044355514e-06,6
YPEL3 (83719),5.354878690966715e-06,6
SNX24 (28966),5.221042506048507e-06,6
SRI (6717),5.147928136313436e-06,6
SYPL1 (6856),5.143447409276516e-06,6
ASAP3 (55616),5.132152292941924e-06,6
EIF4B (1975),5.065366341438738e-06,6
CHRNA3 (1136),5.062226496890445e-06,6
TMEM161A (54929),5.036371845337128e-06,6
LYPLA2 (11313),5.031853227166133e-06,6
GPC1 (2817),4.9697310212287e-06,6
EPDR1 (54749),4.969264174032942e-06,6
SNX1 (6642),4.964393322258563e-06,6
APBA3 (9546),4.937063504107189e-06,6
DHX32 (55760),4.916319599287977e-06,6
HHAT (55733),4.763547061830272e-06,6
MRC2 (9902),4.755116042469205e-06,6
AGPS (8540),4.74862699525847e-06,6
KLHL13 (90293),4.716378968168364e-06,6
CDK14 (5218),4.6118199627144975e-06,6
TPD52 (7163),4.609799138539747e-06,6
PILRA (29992),4.595116930221521e-06,6
CREB3L3 (84699),4.562407762016803e-06,6
CUL1 (8454),4.5096690164591855e-06,6
DNAJA1 (3301),4.496337165037093e-06,6
MRPS35 (60488),4.492827013489411e-06,6
ICAM1 (3383),4.46169652057347e-06,6
ITM2A (9452),4.452860113270377e-06,6
BAD (572),4.441735418277374e-06,6
KITLG (4254),4.410059019750751e-06,6
GOLGA3 (2802),4.303866114863873e-06,6
OPHN1 (4983),4.29248462964809e-06,6
MECOM (2122),4.273345557343008e-06,6
PIK3CB (5291),4.266138835287909e-06,6
COL16A1 (1307),4.253669795949255e-06,6
EPN2 (22905),4.230701599515479e-06,6
MAPKAPK5 (8550),4.221994712578985e-06,6
TSPAN6 (7105),4.201153240858779e-06,6
STAP1 (26228),4.185086951723796e-06,6
PNPLA4 (8228),4.1694685126252405e-06,6
WDR70 (55100),4.114142412573518e-06,6
PLEKHO1 (51177),4.1012875480411295e-06,6
IL5RA (3568),4.06277166832796e-06,6
TRIB2 (28951),4.060487902681511e-06,6
RAPGEF4 (11069),4.057388144810159e-06,6
RAI14 (26064),4.013589798471296e-06,6
RABGAP1 (23637),4.0120118998039545e-06,6
FDFT1 (2222),3.8851284437473594e-06,6
OSBPL5 (114879),3.8649948232488835e-06,6
YBX3 (8531),3.82753909543596e-06,6
PTPRC (5788),3.8113755877854334e-06,6
TRAM1 (23471),3.7679977239216227e-06,6
AOC1 (26),3.7646455093727387e-06,6
DKK3 (27122),3.74759562952396e-06,6
CDH17 (1015),3.691395867563464e-06,6
TOMM34 (10953),3.6732403594006138e-06,6
ACHE (43),3.6546785345999477e-06,6
SKAP2 (8935),3.6473885240733275e-06,6
LIMS2 (55679),3.642248602919521e-06,6
TNS1 (7145),3.6119239918795327e-06,6
ATP11A (23250),3.5325848203014017e-06,6
UFD1 (7353),3.5216828949152997e-06,6
ZIC2 (7546),3.514916060694241e-06,6
CHI3L2 (1117),3.47364460272217e-06,6
CFLAR (8837),3.4558960606110334e-06,6
PDK3 (5165),3.4490965010981644e-06,6
GRIPAP1 (56850),3.4437750826428556e-06,6
CACNG5 (27091),3.4289898995931357e-06,6
TG (7038),3.3986039096303844e-06,6
RIPOR1 (79567),3.3909805063688338e-06,6
QPCTL (54814),3.3657015632635468e-06,6
STPG1 (90529),3.3426431240068577e-06,6
PAFAH1B3 (5050),3.312400788347485e-06,6
CYB561 (1534),3.2140008312024292e-06,6
CD5L (922),3.171199000545181e-06,6
TUBE1 (51175),3.1637967633584537e-06,6
PHLDB1 (23187),3.1494827732500778e-06,6
HAGH (3029),3.1405885456503086e-06,6
DDX11 (1663),3.138404995647338e-06,6
HUWE1 (10075),3.136502129746603e-06,6
CNN2 (1265),3.1215905032297944e-06,6
PITPNM3 (83394),3.092720995319519e-06,6
MGAT4A (11320),2.992616855056991e-06,6
SLC1A3 (6507),2.9877191722763046e-06,6
DCUN1D1 (54165),2.9524256700648226e-06,6
NAALAD2 (10003),2.9307769939724707e-06,6
ACTN1 (87),2.9174459549849255e-06,6
ZFHX4 (79776),2.89657721116438e-06,6
POLB (5423),2.8923500971058463e-06,6
FYB1 (2533),2.887238048791997e-06,6
XYLT2 (64132),2.8770879957070084e-06,6
EHD2 (30846),2.863294159776623e-06,6
TNRC6C (57690),2.8585303227468738e-06,6
ATRX (546),2.8475324730693506e-06,6
REXO1 (57455),2.8365024322975396e-06,6
PDPR (55066),2.808082628714902e-06,6
ZNF510 (22869),2.8055935844221645e-06,6
SERPINB3 (6317),2.7830422459325677e-06,6
TMSB10 (9168),2.7624836131382197e-06,6
APOH (350),2.7392407131279818e-06,6
DBF4 (10926),2.6934468997501246e-06,6
CRAMP1 (57585),2.685365058740675e-06,6
NUCB2 (4925),2.6690328255641364e-06,6
ARHGAP6 (395),2.6347817147424105e-06,6
WIPI1 (55062),2.5882320841977496e-06,6
HAL (3034),2.5035712214105333e-06,6
GCLC (2729),2.483232674034508e-06,6
SPA17 (53340),2.458904868618435e-06,6
POLR1A (25885),2.4528369067054754e-06,6
ELP1 (8518),2.431842683679533e-06,6
ING3 (54556),2.389882550970252e-06,6
PAG1 (55824),2.380223738746374e-06,6
ARHGAP28 (79822),2.3528922587762104e-06,6
CPS1 (1373),2.318621190057286e-06,6
JKAMP (51528),2.3181331170378315e-06,6
NAV3 (89795),2.3057999427066957e-06,6
ESF1 (51575),2.2647338041581067e-06,6
NCDN (23154),2.2614853086972423e-06,6
ADAM28 (10863),2.2513812646935632e-06,6
AGBL5 (60509),2.242384179401799e-06,6
NCAPD2 (9918),2.2420043639756627e-06,6
ALDH3A2 (224),2.2153615671015775e-06,6
ARSD (414),2.2140251746107806e-06,6
GSTP1 (2950),2.2077740256594507e-06,6
FXYD3 (5349),2.1941646025084157e-06,6
FAM76B (143684),2.1811065639200446e-06,6
BAZ2A (11176),2.1432063610200393e-06,6
HSD17B14 (51171),2.104728686267298e-06,6
NEDD4 (4734),2.087942133496102e-06,6
LMCD1 (29995),2.0599899670344542e-06,6
BRAP (8315),2.0076558025945513e-06,6
PDK2 (5164),1.9961821911269088e-06,6
NISCH (11188),1.974678334952803e-06,6
ALDH18A1 (5832),1.963667204263515e-06,6
POLR2B (5431),1.9537729476873635e-06,6
PIBF1 (10464),1.9419075767844825e-06,6
ME2 (4200),1.9271369980036375e-06,6
SMARCD3 (6604),1.9251586302799358e-06,6
REEP1 (65055),1.921395696781835e-06,6
AKAP8L (26993),1.8994466200675222e-06,6
MYLK (4638),1.8990175804614263e-06,6
ARHGAP15 (55843),1.8892445865540426e-06,6
NMRK2 (27231),1.8352632693255178e-06,6
FSTL3 (10272),1.834602165905053e-06,6
PLEKHG2 (64857),1.7902313611785988e-06,6
ENTPD2 (954),1.7889926647241198e-06,6
GTSE1 (51512),1.7856714846359672e-06,6
TRHDE (29953),1.7640253656198856e-06,6
HEBP1 (50865),1.7627414601283648e-06,6
MPO (4353),1.7429294758510068e-06,6
NIPAL3 (57185),1.7058941276931356e-06,6
CDIP1 (29965),1.702807193527792e-06,6
MTHFD2 (10797),1.7022412884162945e-06,6
SRBD1 (55133),1.7002239303433402e-06,6
GBA2 (57704),1.6939431153804002e-06,6
SLC24A1 (9187),1.6933406259953692e-06,6
UIMC1 (51720),1.6600004137404132e-06,6
RGS1 (5996),1.6447230998050095e-06,6
RIPOR3 (140876),1.6060730124912496e-06,6
PLA2G10 (8399),1.6017642716385942e-06,6
ITPKC (80271),1.5994402833804516e-06,6
AP1M1 (8907),1.583195566783949e-06,6
KCNN2 (3781),1.5745476938167477e-06,6
GOLGA5 (9950),1.568718618503305e-06,6
DEF6 (50619),1.5639871509448552e-06,6
NDUFS1 (4719),1.561317573833864e-06,6
KEAP1 (9817),1.5548061190223231e-06,6
SLC7A14 (57709),1.533096403880601e-06,6
RELT (84957),1.5262060351989639e-06,6
COL9A2 (1298),1.5261508761634054e-06,6
CRLF1 (9244),1.52014481632726e-06,6
SLC26A3 (1811),1.5017167129635968e-06,6
NNAT (4826),1.4984311306262737e-06,6
GPC4 (2239),1.466028508563034e-06,6
NRIP2 (83714),1.4488629130035038e-06,6
CRY1 (1407),1.4448564386495653e-06,6
IFFO1 (25900),1.444337358334189e-06,6
F11 (2160),1.4432308067194579e-06,6
TNC (3371),1.4409352322122357e-06,6
SYT13 (57586),1.4405028183837496e-06,6
CTNS (1497),1.422470056671444e-06,6
TTC38 (55020),1.4219369011137085e-06,6
TNPO3 (23534),1.4093446882971918e-06,6
KLHL42 (57542),1.406933031829547e-06,6
OTUB2 (78990),1.399461846167959e-06,6
NLRP1 (22861),1.3900619353120015e-06,6
